Gene	WT-1_Read_Count	WT-2_Read_Count	Toluene-1_Read_Count	Toluene-2_Read_Count
LOC109030348	0	0	0	3
LOC109030351	0	0	0	4
LOC109030353	0	0	2	1
LOC109030354	0	0	6	2
LOC109030360	0	0	18	19
LOC109030378	3	0	29	68
LOC109030380	0	0	2	0
LOC109030387	14	7	115	193
LOC109030392	0	0	0	10
LOC109030396	0	0	2	4
LOC109030411	0	0	1	2
LOC109030413	0	0	19	16
LOC109030422	0	0	0	4
LOC109030462	0	0	13	14
LOC109030468	0	0	1	9
LOC109030487	0	0	2	1
LOC109030488	2	0	0	0
LOC109030492	1	0	56	73
LOC109030496	0	0	4	5
LOC109030509	0	0	2	11
LOC109030527	0	0	6	5
LOC109030543	0	0	0	4
LOC109030547	0	0	10	16
LOC109030552	15	16	735	810
LOC109030570	0	0	1	1
LOC109030572	0	0	4	6
LOC109030577	0	0	16	32
LOC109030582	0	0	11	17
LOC109030586	0	0	5	4
LOC109030601	0	1	71	95
LOC109030603	2	0	8	20
LOC109030604	4	6	95	138
LOC109030635	0	0	3	4
LOC109030644	3	7	25	35
LOC109030646	0	0	0	2
LOC109030648	3	0	26	21
LOC109030655	0	0	14	15
LOC109030660	1	0	2	8
LOC109030662	1	1	21	29
LOC109030665	0	0	3	3
LOC109030667	0	0	1	1
LOC109030676	0	0	0	1
LOC109030683	0	0	25	24
LOC109030691	0	0	7	12
LOC109030694	0	0	3	2
LOC109030701	0	0	1	3
LOC109030707	2	2	43	63
LOC109030714	2	2	15	45
LOC109030720	0	0	0	4
LOC109030722	0	0	1	7
LOC109030733	8	9	257	347
LOC109030737	0	0	7	20
LOC109030758	0	0	7	8
LOC109030771	0	0	3	0
LOC109030772	0	0	2	11
LOC109030793	5	4	146	259
LOC109030803	1	1	40	54
LOC109030807	0	0	5	10
LOC109030816	0	0	2	2
LOC109030823	0	0	11	9
LOC109030830	0	0	13	9
LOC109030831	0	0	3	4
LOC109030832	0	0	30	32
LOC109030834	0	0	6	0
LOC109030858	0	0	2	0
LOC109030867	0	0	2	6
LOC109030869	0	0	8	15
LOC109030871	0	0	10	18
LOC109030876	0	0	5	0
LOC109030890	0	1	32	28
LOC109030891	0	0	7	20
LOC109030903	0	0	4	9
LOC109030904	0	0	2	4
LOC109030906	6	11	209	214
LOC109030910	1	0	2	1
LOC109030912	0	0	3	1
LOC109030916	0	0	4	7
LOC109030917	0	0	1	3
LOC109030926	0	0	4	0
LOC109030931	0	0	21	26
LOC109030933	0	0	15	16
LOC109030937	0	0	2	4
LOC109030942	0	0	9	0
LOC109030973	0	0	0	1
LOC109030975	2	0	6	6
LOC109030976	8	5	123	170
LOC109030979	0	0	1	0
LOC109030987	0	0	11	9
LOC109030990	0	0	3	4
LOC109030994	1	0	11	28
LOC109031005	1	0	1	4
LOC109031012	0	0	4	11
LOC109031014	0	0	3	10
LOC109031016	0	0	22	15
LOC109031020	0	0	0	3
LOC109031028	0	3	17	25
LOC109031037	12	25	516	804
LOC109031045	1	1	82	127
LOC109031048	0	1	2	0
LOC109031069	0	2	1	0
LOC109031073	0	0	2	1
LOC109031077	0	0	6	7
LOC109031093	2	1	80	102
LOC109031095	0	0	0	2
LOC109031096	0	0	0	1
LOC109031099	0	0	0	2
LOC109031102	0	0	2	0
LOC109031106	0	2	12	11
LOC109031112	0	0	5	4
LOC109031113	0	0	1	0
LOC109031116	0	0	3	3
LOC109031119	0	0	0	5
LOC109031123	0	0	6	11
LOC109031128	0	0	3	6
LOC109031137	0	1	0	0
LOC109031147	0	0	2	7
LOC109031161	0	2	26	45
LOC109031162	0	0	7	10
LOC109031163	4	8	97	133
LOC109031167	0	0	9	11
LOC109031173	0	0	1	1
LOC109031175	0	0	88	126
LOC109031181	0	1	5	3
LOC109031188	0	0	0	2
LOC109031196	0	2	27	27
LOC109031199	0	0	0	1
LOC109031205	0	0	0	4
LOC109031220	0	0	4	5
LOC109031227	0	0	4	0
LOC109031230	0	0	5	1
LOC109031232	0	0	1	0
LOC109031233	0	0	29	33
LOC109031236	0	0	2	1
LOC109031238	0	0	4	7
LOC109031249	0	3	11	7
LOC109031265	1	0	6	22
LOC109031266	0	0	3	0
LOC109031270	0	0	0	0
LOC109031271	0	0	0	4
LOC109031276	0	0	27	41
LOC109031295	7	14	91	205
LOC109031298	0	7	45	50
LOC109031299	0	0	11	4
LOC109031314	0	0	2	1
LOC109031316	0	0	0	0
LOC109031320	1	0	0	2
LOC109031321	0	0	0	0
LOC109031323	0	0	5	8
LOC109031326	2	0	19	20
LOC109031327	11	11	337	404
LOC109031336	0	0	0	0
LOC109031343	6	1	126	150
LOC109031345	0	0	0	2
LOC109031367	2	0	43	39
LOC109031368	0	2	22	31
LOC109031379	0	0	3	9
LOC109031382	0	0	18	23
LOC109031407	0	0	8	19
LOC109031418	0	0	0	5
LOC109031427	0	0	4	6
LOC109031430	0	0	5	3
LOC109031434	0	0	3	0
LOC109031441	0	0	2	1
LOC109031462	0	0	3	0
LOC109031466	0	0	5	8
LOC109031476	0	0	4	0
LOC109031482	0	0	0	4
LOC109031487	4	0	29	60
LOC109031495	4	6	178	222
LOC109031501	0	0	0	4
LOC109031507	0	0	3	7
LOC109031510	0	0	0	3
LOC109031513	0	0	6	11
LOC109031514	0	0	48	26
LOC109031517	3	2	51	49
LOC109031552	0	0	2	1
LOC109031557	2	0	10	8
LOC109031562	0	0	1	2
LOC109031563	0	0	2	1
LOC109031565	0	0	2	3
LOC109031569	0	0	0	2
LOC109031580	2	1	137	136
LOC109031603	0	0	3	3
LOC109031607	2	0	18	17
LOC109031608	0	1	1	1
LOC109031612	0	0	0	3
LOC109031636	0	0	1	2
LOC109031642	1	0	20	33
LOC109031653	0	0	7	3
LOC109031655	0	0	9	20
LOC109031656	0	0	0	4
LOC109031657	0	0	0	5
LOC109031658	0	0	237	134
LOC109031661	3	0	19	20
LOC109031663	0	1	11	26
LOC109031676	1	0	9	11
LOC109031690	0	0	2	4
LOC109031692	0	1	5	6
LOC109031719	0	0	6	5
LOC109031742	9	2	229	414
LOC109031751	0	0	0	2
LOC109031756	1	0	1	9
LOC109031765	0	1	6	10
LOC109031785	0	0	6	6
LOC109031786	2	0	80	61
LOC109031789	0	0	2	5
LOC109031793	0	0	4	2
LOC109031806	0	0	0	4
LOC109031810	0	0	3	2
LOC109031823	0	0	4	1
LOC109031824	0	2	9	9
LOC109031826	0	0	0	1
LOC109031833	0	0	4	2
LOC109031837	0	0	2	1
LOC109031839	0	0	53	54
LOC109031849	0	0	1	6
LOC109031850	0	0	0	6
LOC109031853	0	0	0	6
LOC109031855	0	0	0	3
LOC109031859	0	1	7	19
LOC109031883	0	0	59	67
LOC109031898	0	0	0	4
LOC109031899	0	0	5	9
LOC109031901	0	0	1	0
LOC109031910	0	0	0	1
LOC109031916	0	0	0	4
LOC109031917	0	0	5	14
LOC109031923	5	7	97	91
LOC109031925	2	3	40	61
LOC109031937	0	0	4	7
LOC109031941	2	0	2	7
LOC109031947	0	0	2	3
LOC109031949	0	0	5	5
LOC109031950	0	1	3	9
LOC109031951	0	2	9	15
LOC109031953	2	0	2	16
LOC109031955	1	0	0	0
LOC109031965	0	0	0	3
LOC109031972	0	0	2	0
LOC109031990	0	0	1	2
LOC109031992	0	0	21	21
LOC109031996	2	5	154	149
LOC109031998	0	1	0	2
LOC109032006	0	1	9	16
LOC109032020	0	0	2	12
LOC109032021	0	0	23	19
LOC109032023	0	1	2	2
LOC109032033	0	0	3	6
LOC109032053	0	0	5	0
LOC109032063	0	0	0	0
LOC109032072	1	0	29	44
LOC109032073	0	0	0	1
LOC109032080	0	2	1	2
LOC109032084	0	0	0	3
LOC109032090	2	0	60	93
LOC109032104	3	4	149	202
LOC109032120	3	3	57	23
LOC109032132	0	0	1	2
LOC109032133	0	0	16	8
LOC109032135	0	0	2	7
LOC109032137	1	0	3	5
LOC109032139	0	4	6	8
LOC109032168	0	1	17	14
LOC109032172	1	0	0	5
LOC109032176	1	6	148	204
LOC109032185	0	0	0	3
LOC109032186	0	0	0	4
LOC109032187	11	23	327	450
LOC109032194	1	0	1	0
LOC109032197	1	2	53	100
LOC109032204	0	0	7	2
LOC109032205	0	1	38	28
LOC109032210	0	0	2	1
LOC109032211	0	0	5	4
LOC109032218	0	0	5	6
LOC109032219	1	2	14	33
LOC109032243	0	0	10	20
LOC109032244	0	0	0	3
LOC109032248	1	2	6	22
LOC109032251	1	0	2	5
LOC109032257	0	0	2	1
LOC109032263	0	1	0	0
LOC109032264	0	0	0	4
LOC109032265	0	0	4	6
LOC109032282	0	0	0	2
LOC109032284	0	0	0	4
LOC109032289	0	0	1	1
LOC109032300	0	0	3	1
LOC109032303	0	0	6	1
LOC109032332	0	0	10	2
LOC109032336	0	0	1	2
LOC109032341	0	0	0	1
LOC109032355	0	0	2	8
LOC109032358	0	0	12	9
LOC109032359	1	0	24	51
LOC109032360	4	1	5	7
LOC109032366	0	0	0	2
LOC109032368	0	0	1	5
LOC109032387	0	0	1	4
LOC109032403	0	0	1	2
LOC109032407	0	0	2	1
LOC109032413	3	0	20	25
LOC109032416	5	7	42	107
LOC109032430	0	0	3	4
LOC109032436	0	0	0	4
LOC109032445	0	0	10	14
LOC109032446	0	0	18	23
LOC109032455	0	0	0	0
LOC109032456	2	3	15	22
LOC109032480	12	29	229	311
LOC109032495	0	0	6	0
LOC109032497	0	0	29	66
LOC109032498	0	0	2	0
LOC109032500	0	0	7	13
LOC109032502	3	0	8	24
LOC109032505	3	0	0	4
LOC109032506	0	1	5	7
LOC109032510	0	0	0	2
LOC109032512	2	0	32	41
LOC109032518	0	0	0	1
LOC109032521	0	2	23	20
LOC109032529	3	0	32	33
LOC109032543	0	1	5	0
LOC109032544	2	0	30	36
LOC109032549	0	0	7	2
LOC109032559	0	0	1	2
LOC109032566	0	0	2	2
LOC109032567	0	0	1	1
LOC109032569	0	0	1	1
LOC109032573	0	0	2	2
LOC109032600	0	0	0	0
LOC109032604	0	0	0	3
LOC109032611	0	0	9	10
LOC109032614	0	0	0	5
LOC109032621	0	0	11	19
LOC109032626	0	0	1	3
LOC109032627	0	0	3	6
LOC109032678	0	0	4	1
LOC109032684	0	0	6	7
LOC109032688	0	1	1	3
LOC109032691	1	0	33	15
LOC109032697	0	0	0	0
LOC109032698	0	0	1	1
LOC109032710	4	7	170	232
LOC109032718	0	0	6	3
LOC109032719	1	0	49	35
LOC109032739	0	0	0	3
LOC109032745	0	1	10	6
LOC109032746	0	0	1	3
LOC109032749	2	0	17	27
LOC109032754	0	0	4	6
LOC109032756	0	0	0	2
LOC109032777	0	0	2	1
LOC109032779	23	11	603	797
LOC109032799	0	0	4	7
LOC109032804	0	0	1	9
LOC109032806	0	0	6	12
LOC109032808	0	0	25	13
LOC109032838	0	0	4	1
LOC109032840	0	0	2	0
LOC109032857	0	0	0	3
LOC109032861	0	0	0	1
LOC109032865	0	0	0	1
LOC109032873	0	2	1	2
LOC109032878	8	4	117	231
LOC109032879	0	0	0	2
LOC109032880	0	0	6	6
LOC109032903	5	0	12	24
LOC109032904	0	3	69	103
LOC109032916	12	11	245	304
LOC109032917	2	0	10	16
LOC109032923	0	0	0	2
LOC109032931	11	40	160	208
LOC109032933	0	0	0	1
LOC109032958	0	0	1	3
LOC109032968	0	1	1	4
LOC109032970	0	1	11	19
LOC109032978	0	0	0	3
LOC109032982	0	0	20	54
LOC109032984	0	0	37	48
LOC109032985	0	0	42	50
LOC109032989	0	0	0	2
LOC109032991	0	0	1	1
LOC109032997	0	0	15	9
LOC109033021	1	0	15	8
LOC109033022	0	0	5	25
LOC109033024	3	0	11	11
LOC109033025	0	0	6	6
LOC109033027	2	0	32	27
LOC109033028	9	13	2038	3059
LOC109033053	0	0	4	0
LOC109033062	0	0	1	1
LOC109033063	2	7	143	240
LOC109033072	0	1	129	213
LOC109033079	0	0	0	2
LOC109033080	0	0	9	12
LOC109033085	1	3	24	40
LOC109033087	1	1	12	26
LOC109033117	0	0	5	6
LOC109033128	0	0	17	17
LOC109033129	0	0	1	12
LOC109033141	0	0	0	1
LOC109033144	6	7	206	247
LOC109033163	0	0	16	15
LOC109033164	0	0	3	2
LOC109033173	0	0	6	4
LOC109033185	0	0	0	3
LOC109033186	0	0	0	2
LOC109033195	0	0	54	79
LOC109033197	0	0	2	6
LOC109033201	0	2	6	1
LOC109033203	0	0	13	10
LOC109033210	0	1	30	21
LOC109033211	0	0	0	2
LOC109033214	0	0	2	1
LOC109033216	0	0	0	1
LOC109033223	0	0	3	0
LOC109033238	0	0	5	0
LOC109033242	0	0	0	1
LOC109033243	0	0	2	3
LOC109033253	0	0	12	1
LOC109033261	2	13	8	2
LOC109033270	0	0	2	0
LOC109033295	0	0	3	0
LOC109033304	0	0	0	0
LOC109033308	0	1	25	53
LOC109033311	0	0	6	12
LOC109033313	0	0	5	0
LOC109033315	5	2	43	41
LOC109033329	0	0	0	5
LOC109033330	5	6	142	192
LOC109033336	0	0	5	0
LOC109033337	0	0	0	1
LOC109033345	0	0	1	3
LOC109033346	0	0	0	1
LOC109033366	0	0	1	0
LOC109033373	0	0	3	2
LOC109033375	0	0	1	2
LOC109033379	0	0	20	22
LOC109033392	12	16	393	452
LOC109033393	0	0	9	1
LOC109033400	0	0	7	6
LOC109033407	0	0	3	0
LOC109033415	0	0	12	9
LOC109033440	0	0	1	1
LOC109033457	0	0	1	1
LOC109033463	0	1	19	26
LOC109033466	1	14	211	328
LOC109033470	0	0	2	5
LOC109033472	0	0	13	9
LOC109033473	0	0	0	4
LOC109033479	4	7	264	356
LOC109033480	0	0	0	0
LOC109033484	0	0	1	2
LOC109033485	0	0	2	1
LOC109033496	0	0	2	4
LOC109033510	0	0	2	1
LOC109033511	0	0	1	0
LOC109033512	0	1	3	4
LOC109033514	0	0	8	8
LOC109033521	0	0	2	1
LOC109033528	1	2	58	62
LOC109033543	0	0	16	20
LOC109033563	0	0	2	5
LOC109033570	0	0	1	5
LOC109033571	0	0	0	2
LOC109033585	0	1	6	30
LOC109033601	0	0	2	1
LOC109033625	0	0	10	15
LOC109033631	0	0	1	3
LOC109033657	0	0	0	0
LOC109033659	0	0	0	3
LOC109033662	0	0	5	8
LOC109033663	0	0	3	5
LOC109033664	0	0	41	47
LOC109033694	0	0	1	1
LOC109033698	0	0	0	0
LOC109033702	0	0	0	3
LOC109033712	2	2	57	73
LOC109033715	0	0	2	0
LOC109033722	0	0	1	1
LOC109033730	0	2	1	1
LOC109033733	0	0	7	14
LOC109033740	2	0	3	8
LOC109033741	0	0	0	3
LOC109033750	0	0	28	40
LOC109033751	0	0	6	4
LOC109033756	0	0	0	3
LOC109033776	0	0	1	1
LOC109033777	0	0	6	5
LOC109033779	0	0	7	15
LOC109033784	1	0	33	35
LOC109033787	0	0	35	29
LOC109033807	1	0	12	13
LOC109033812	0	0	13	21
LOC109033813	3	10	18	47
LOC109033836	1	3	3	9
LOC109033850	2	0	2	6
LOC109033856	0	3	5	2
LOC109033860	1	2	10	14
LOC109033876	0	0	6	8
LOC109033879	0	0	20	20
LOC109033887	0	0	8	16
LOC109033889	0	0	6	15
LOC109033896	0	0	0	1
LOC109033898	0	0	0	6
LOC109033899	0	1	17	5
LOC109033909	0	0	2	1
LOC109033922	0	0	0	6
LOC109033937	8	4	36	83
LOC109033942	0	0	3	1
LOC109033954	0	0	10	1
LOC109033959	0	0	0	3
LOC109033974	0	0	4	7
LOC109033991	0	0	0	1
LOC109033993	0	1	8	33
LOC109033994	0	0	1	4
LOC109034005	0	0	14	10
LOC109034009	0	0	2	2
LOC109034021	0	0	12	18
LOC109034023	0	0	0	2
LOC109034024	0	0	97	135
LOC109034034	5	2	186	243
LOC109034040	0	0	8	1
LOC109034041	0	3	7	1
LOC109034043	2	10	85	106
LOC109034044	5	7	134	262
LOC109034049	0	0	0	1
LOC109034050	0	3	32	40
LOC109034054	0	1	9	1
LOC109034062	0	0	4	0
LOC109034065	0	0	19	9
LOC109034098	6	2	93	144
LOC109034104	0	0	3	4
LOC109034110	0	0	10	18
LOC109034115	0	0	0	1
LOC109034132	0	0	2	1
LOC109034133	0	0	1	1
LOC109034143	6	7	151	285
LOC109034151	0	2	14	23
LOC109034158	0	0	2	2
LOC109034161	0	0	0	4
LOC109034164	0	0	3	4
LOC109034166	0	3	115	232
LOC109034167	11	9	256	372
LOC109034173	0	0	1	7
LOC109034182	0	0	0	2
LOC109034197	0	0	0	2
LOC109034198	0	0	0	5
LOC109034201	0	0	4	11
LOC109034212	0	0	32	37
LOC109034218	0	0	2	0
LOC109034221	0	0	0	3
LOC109034224	0	0	7	22
LOC109034226	0	0	6	1
LOC109034233	0	0	3	0
LOC109034247	0	0	1	2
LOC109034251	0	0	4	1
LOC109034259	0	0	2	8
LOC109034260	1	0	8	7
LOC109034264	0	0	0	6
LOC109034267	0	0	15	17
LOC109034274	0	7	24	31
LOC109034276	4	8	54	77
LOC109034277	0	1	21	33
LOC109034285	0	0	0	3
LOC109034307	0	0	1	5
LOC109034323	0	0	1	5
LOC109034329	0	0	5	9
LOC109034331	0	1	1	1
LOC109034333	1	0	10	14
LOC109034335	0	0	0	2
LOC109034344	0	0	5	4
LOC109034346	0	0	6	1
LOC109034357	0	0	7	5
LOC109034376	0	0	11	12
LOC109034393	0	0	5	7
LOC109034395	4	10	136	183
LOC109034397	0	3	2	0
LOC109034402	0	0	0	2
LOC109034405	0	0	9	16
LOC109034409	0	0	4	0
LOC109034414	0	0	6	3
LOC109034448	0	0	1	1
LOC109034451	0	0	11	16
LOC109034461	0	0	7	3
LOC109034468	0	0	0	2
LOC109034482	0	0	14	34
LOC109034493	0	0	1	4
LOC109034496	2	6	129	194
LOC109034497	0	0	4	0
LOC109034505	0	0	4	6
LOC109034523	0	0	6	1
LOC109034528	1	0	37	20
LOC109034547	0	0	8	7
LOC109034554	2	6	63	72
LOC109034555	0	0	1	1
LOC109034566	0	0	0	2
LOC109034585	0	0	2	3
LOC109034590	0	0	0	2
LOC109034593	0	0	3	0
LOC109034595	0	0	4	2
LOC109034600	0	0	9	6
LOC109034603	0	0	1	7
LOC109034611	0	0	5	6
LOC109034618	0	0	0	3
LOC109034625	0	0	6	22
LOC109034639	0	0	0	2
LOC109034640	0	0	3	0
LOC109034644	0	0	5	1
LOC109034651	0	0	3	2
LOC109034668	0	1	8	27
LOC109034671	0	0	0	3
LOC109034672	0	0	0	2
LOC109034673	0	0	1	1
LOC109034679	0	0	1	2
LOC109034705	0	0	0	3
LOC109034710	0	0	4	0
LOC109034719	1	0	7	3
LOC109034730	0	0	14	8
LOC109034745	2	0	11	8
LOC109034751	1	0	18	44
LOC109034754	0	0	1	1
LOC109034760	0	0	4	2
LOC109034766	0	0	1	4
LOC109034781	0	0	1	4
LOC109034785	0	0	0	6
LOC109034790	0	0	11	8
LOC109034793	0	0	1	0
LOC109034796	0	0	0	3
LOC109034797	0	1	51	61
LOC109034801	0	5	2	5
LOC109034808	1	0	46	102
LOC109034810	0	0	2	0
LOC109034821	0	0	0	5
LOC109034834	0	0	16	31
LOC109034838	0	0	0	3
LOC109034879	0	1	17	17
LOC109034883	0	0	2	0
LOC109034899	0	1	2	0
LOC109034901	0	0	5	0
LOC109034908	0	0	2	2
LOC109034911	0	0	3	0
LOC109034912	0	0	1	2
LOC109034915	0	0	11	14
LOC109034918	2	0	2	9
LOC109034920	0	0	1	1
LOC109034921	0	0	9	6
LOC109034924	0	0	1	8
LOC109034926	0	0	5	0
LOC109034955	0	0	10	4
LOC109034959	0	0	1	2
LOC109034963	0	2	8	3
LOC109034964	0	0	3	26
LOC109034976	0	0	38	46
LOC109034980	1	5	190	245
LOC109035009	0	0	6	1
LOC109035012	0	0	1	4
LOC109035015	0	0	1	6
LOC109035016	0	1	12	20
LOC109035018	6	12	175	266
LOC109035022	0	1	31	62
LOC109035025	0	0	0	1
LOC109035029	1	0	3	1
LOC109035030	0	0	1	1
LOC109035038	1	0	50	64
LOC109035045	0	1	8	13
LOC109035054	0	3	2	2
LOC109035064	2	0	1	8
LOC109035067	0	0	11	5
LOC109035072	0	0	4	1
LOC109035079	0	0	5	5
LOC109035081	0	0	15	25
LOC109035090	1	6	186	222
LOC109035102	0	0	0	2
LOC109035114	0	0	0	6
LOC109035139	0	0	2	0
LOC109035149	0	0	1	10
LOC109035151	0	2	15	23
LOC109035160	0	0	7	8
LOC109035172	1	2	34	58
LOC109035180	0	0	2	7
LOC109035182	1	0	42	44
LOC109035189	0	0	2	0
LOC109035195	0	0	2	2
LOC109035204	1	1	48	78
LOC109035209	0	0	3	3
LOC109035212	2	6	154	181
LOC109035218	0	0	2	3
LOC109035219	0	1	17	31
LOC109035220	2	2	37	42
LOC109035226	0	0	2	0
LOC109035230	0	0	1	8
LOC109035232	5	6	177	312
LOC109035244	0	0	2	7
LOC109035246	1	2	5	7
LOC109035289	0	0	1	2
LOC109035299	0	0	0	3
LOC109035308	2	0	10	39
LOC109035320	1	0	18	17
LOC109035332	0	5	36	34
LOC109035339	0	0	1	0
LOC109035340	0	0	7	8
LOC109035347	0	0	12	8
LOC109035350	5	6	256	366
LOC109035356	2	0	1	5
LOC109035357	0	0	0	3
LOC109035362	0	0	17	23
LOC109035375	0	0	9	9
LOC109035376	2	13	123	199
LOC109035380	0	0	5	7
LOC109035387	0	0	3	1
LOC109035393	7	3	132	129
LOC109035408	0	0	20	9
LOC109035409	0	0	27	56
LOC109035417	1	4	28	50
LOC109035432	0	0	21	25
LOC109035459	0	0	0	3
LOC109035463	0	0	4	1
LOC109035467	0	0	1	2
LOC109035479	0	0	2	1
LOC109035488	0	0	0	2
LOC109035549	0	0	1	2
LOC109035550	0	0	8	4
LOC109035568	2	1	44	56
LOC109035571	0	0	3	2
LOC109035578	5	5	97	151
LOC109035579	0	0	3	1
LOC109035583	0	2	3	7
LOC109035585	0	0	3	0
LOC109035587	0	0	1	3
LOC109035598	0	4	38	60
LOC109035600	0	0	11	14
LOC109035606	0	1	177	185
LOC109035611	1	0	28	68
LOC109035613	0	0	20	23
LOC109035621	0	0	14	35
LOC109035633	7	8	64	60
LOC109035643	0	3	2	7
LOC109035647	0	0	0	3
LOC109035648	0	0	2	4
LOC109035649	0	0	26	29
LOC109035650	0	0	5	0
LOC109035654	0	0	0	1
LOC109035658	0	0	13	9
LOC109035659	0	0	1	2
LOC109035669	0	1	6	1
LOC109035670	0	0	6	9
LOC109035675	0	0	38	53
LOC109035679	0	0	0	1
LOC109035696	0	0	0	2
LOC109035701	1	0	0	1
LOC109035717	0	2	63	60
LOC109035726	2	14	213	252
LOC109035736	0	0	3	4
LOC109035741	0	2	11	11
LOC109035749	0	0	10	11
LOC109035758	0	0	0	4
LOC109035771	0	0	16	15
LOC109035776	1	0	11	18
LOC109035777	0	0	1	1
LOC109035797	0	2	0	0
LOC109035806	2	0	4	15
LOC109035808	0	0	4	8
LOC109035809	1	1	4	6
LOC109035812	0	0	0	3
LOC109035816	0	0	0	2
LOC109035820	0	0	9	14
LOC109035821	0	0	0	3
LOC109035833	0	0	0	4
LOC109035837	0	0	2	3
LOC109035842	0	0	2	3
LOC109035849	0	0	0	2
LOC109035869	0	0	12	13
LOC109035874	1	0	4	27
LOC109035876	0	0	0	0
LOC109035881	0	0	7	13
LOC109035883	0	0	4	1
LOC109035888	0	0	9	3
LOC109035890	0	0	6	5
LOC109035901	0	0	3	2
LOC109035903	0	0	17	10
LOC109035910	3	0	23	32
LOC109035927	0	0	32	45
LOC109035928	0	0	2	1
LOC109035931	5	8	102	130
LOC109035935	0	5	23	7
LOC109035937	0	0	1	6
LOC109035947	1	2	24	31
LOC109035950	0	0	3	2
LOC109035954	0	0	2	0
LOC109035970	0	4	40	64
LOC109035971	0	0	2	4
LOC109035986	0	0	11	19
LOC109035996	0	7	68	68
LOC109036000	0	0	3	1
LOC109036005	1	0	29	54
LOC109036018	0	0	3	5
LOC109036031	0	0	4	8
LOC109036043	0	0	1	1
LOC109036047	0	2	11	21
LOC109036050	1	0	9	19
LOC109036064	0	0	0	6
LOC109036076	0	0	0	3
LOC109036077	0	1	6	13
LOC109036082	0	0	3	12
LOC109036090	0	0	2	3
LOC109036091	0	0	0	6
LOC109036106	0	0	2	2
LOC109036110	0	0	8	6
LOC109036126	0	0	1	1
LOC109036127	0	0	23	14
LOC109036133	0	0	0	3
LOC109036134	2	4	173	219
LOC109036138	0	0	0	9
LOC109036143	0	1	11	8
LOC109036144	0	0	2	1
LOC109036149	0	0	9	18
LOC109036166	0	0	1	0
LOC109036175	0	0	2	7
LOC109036210	0	0	0	0
LOC109036217	1	0	1	5
LOC109036219	0	0	2	3
LOC109036227	0	0	1	2
LOC109036240	0	1	1	3
LOC109036243	0	0	1	6
LOC109036259	0	0	1	1
LOC109036260	0	0	3	3
LOC109036264	0	0	4	0
LOC109036266	0	0	0	3
LOC109036268	0	0	1	2
LOC109036286	0	0	10	0
LOC109036287	0	0	0	2
LOC109036288	1	0	0	5
LOC109036290	0	0	0	4
LOC109036292	0	0	0	2
LOC109036293	0	0	1	2
LOC109036298	0	0	1	1
LOC109036301	0	0	0	2
LOC109036307	0	0	0	2
LOC109036308	0	0	0	1
LOC109036310	0	0	6	13
LOC109036322	0	0	3	1
LOC109036324	0	0	4	2
LOC109036331	0	0	2	1
LOC109036334	1	0	11	18
LOC109036353	3	4	95	143
LOC109036359	0	0	0	2
LOC109036398	0	0	0	2
LOC109036399	0	0	2	14
LOC109036400	0	0	1	0
LOC109036408	0	0	709	846
LOC109036423	0	0	1	0
LOC109036447	0	0	0	2
LOC109036461	0	0	1	2
LOC109036471	0	0	5	18
LOC109036472	0	0	4	0
LOC109036473	0	0	2	0
LOC109036474	0	0	4	2
LOC109036475	0	2	2	0
LOC109036477	0	1	19	50
LOC109036488	0	0	1	6
LOC109036489	0	2	32	44
LOC109036511	0	0	2	3
LOC109036520	0	1	27	41
LOC109036541	9	13	595	791
LOC109036552	0	0	1	1
LOC109036554	2	0	2	9
LOC109036561	0	0	2	0
LOC109036566	0	0	4	5
LOC109036571	0	0	44	77
LOC109036573	0	0	1	5
LOC109036580	0	0	1	2
LOC109036586	0	0	10	10
LOC109036599	0	0	4	5
LOC109036600	0	0	3	0
LOC109036602	0	0	3	16
LOC109036603	0	1	54	72
LOC109036604	0	0	2	1
LOC109036612	0	0	19	14
LOC109036614	0	0	1	5
LOC109036625	5	4	186	226
LOC109036627	0	0	4	0
LOC109036628	0	0	3	3
LOC109036631	0	1	1	0
LOC109036636	0	0	1	2
LOC109036637	2	2	18	37
LOC109036643	0	0	2	1
LOC109036645	1	0	8	20
LOC109036646	0	0	9	6
LOC109036651	0	0	1	4
LOC109036655	0	0	5	7
LOC109036667	0	0	5	1
LOC109036671	0	0	3	2
LOC109036673	0	0	0	3
LOC109036674	0	0	7	0
LOC109036675	1	0	12	14
LOC109036680	0	0	3	7
LOC109036681	0	0	2	6
LOC109036682	0	3	70	73
LOC109036686	0	1	16	29
LOC109036719	0	0	1	0
LOC109036720	0	0	1	6
LOC109036757	0	0	9	7
LOC109036760	0	1	4	4
LOC109036767	0	0	4	2
LOC109036770	0	0	1	9
LOC109036771	0	0	8	19
LOC109036774	0	0	0	2
LOC109036786	0	0	15	6
LOC109036811	0	0	0	3
LOC109036812	0	0	0	4
LOC109036823	0	0	3	0
LOC109036826	0	0	7	3
LOC109036847	0	1	9	2
LOC109036852	0	0	12	17
LOC109036858	0	0	1	4
LOC109036860	0	0	3	3
LOC109036866	0	0	8	3
LOC109036908	0	0	1	0
LOC109036946	0	0	4	3
LOC109036947	0	0	0	2
LOC109036958	2	1	55	66
LOC109036961	0	2	5	13
LOC109036964	0	0	0	3
LOC109036966	4	4	48	91
LOC109037005	0	0	1	4
LOC109037012	0	0	3	11
LOC109037013	0	0	10	4
